source_file_row_position_zero_based,class_local_row_id,global_learned_input_group_hash_u64,reference_input_hash_u64,compact_input_hash_u64,full_feature_hash_u64,Attack_type,true_label,split
9183,5037,10462071549930065149,7729398852480564866,10462071549930065149,16122987241863000539,Thing_Speak,0,train
9184,5038,1683304796088806713,17235472920281091213,1683304796088806713,11773941858841505802,Thing_Speak,0,train
9185,5039,9951107307464302513,10154486613473993110,9951107307464302513,16817892655045743075,Thing_Speak,0,train
9186,5040,17856109847553835682,1986587329296601940,17856109847553835682,2810401609074431190,Thing_Speak,0,test
9187,5041,17709133215205415163,5110661902185207305,17709133215205415163,1614180197916408946,Thing_Speak,0,calibration
9188,5042,4124979799448243340,14369881830358584914,4124979799448243340,14797566366420016343,Thing_Speak,0,train
9189,5043,16250568069201283096,2532843258104264486,16250568069201283096,16626377748069211069,Thing_Speak,0,test
9190,5044,18205795642756976789,6781818111690259833,18205795642756976789,3365744056686141424,Thing_Speak,0,test
9191,5045,15763196609197701841,13368491434050610788,15763196609197701841,10252521181814909079,Thing_Speak,0,train
9192,5046,5521226338214552709,434104349288154112,5521226338214552709,14629275702326849636,Thing_Speak,0,train
9193,5047,5160475475085313102,1385986752443401152,5160475475085313102,1445339569702618118,Thing_Speak,0,train
9194,5048,17354969191082795323,8679099382943754499,17354969191082795323,5714191599493876969,Thing_Speak,0,train
9195,5049,12400255125587180161,10657698024678963195,12400255125587180161,1147513666073475447,Thing_Speak,0,calibration
9196,5050,7486147461490441037,2100902975966144196,7486147461490441037,6035292838168324055,Thing_Speak,0,train
9197,5051,15912471881137445332,10002589216033177052,15912471881137445332,12873564795246549716,Thing_Speak,0,train
9198,5052,3043597853286534302,16498204421950746076,3043597853286534302,588509398190441806,Thing_Speak,0,train
9199,5053,3385591891067730376,382283302565734230,3385591891067730376,7927469544184661502,Thing_Speak,0,calibration
9200,5054,7047233591355901889,1907298137920410520,7047233591355901889,43369312150109086,Thing_Speak,0,test
9201,5055,17236640010298905375,15762060536486158575,17236640010298905375,15494943515327628204,Thing_Speak,0,calibration
9202,5056,12864791146011592272,6551016873304775511,12864791146011592272,7636106970011524298,Thing_Speak,0,calibration
9203,5057,12674075434382962552,16136420159226875073,12674075434382962552,15612309238615660286,Thing_Speak,0,train
9204,5058,3166997225563155614,13358852735391220809,3166997225563155614,15950578645884131114,Thing_Speak,0,train
9205,5059,15731529013649389816,7144277479859818097,15731529013649389816,13115314140515258997,Thing_Speak,0,train
9206,5060,2684301424283353393,4394747971363530152,2684301424283353393,8586815927314681083,Thing_Speak,0,test
9207,5061,3978300919242015477,9920081486592111835,3978300919242015477,9979735419080331779,Thing_Speak,0,calibration
9208,5062,11172745281602848158,7086747779957492797,11172745281602848158,15038215059240563653,Thing_Speak,0,train
9209,5063,10987640907691774978,17820912938086912900,10987640907691774978,7845285893291150852,Thing_Speak,0,calibration
9210,5064,12818700673376854530,13247165834389531187,12818700673376854530,62386516087236760,Thing_Speak,0,train
9211,5065,15742845926094967488,1146332820181194384,15742845926094967488,2143122271449386059,Thing_Speak,0,test
9212,5066,16729623706021826401,9833957920117685455,16729623706021826401,13525332458707671219,Thing_Speak,0,train
9213,5067,3984627267087420724,8322515297589700540,3984627267087420724,8950027557229978227,Thing_Speak,0,train
9214,5068,10701372791169697304,15380043899801344736,10701372791169697304,6333898439702578231,Thing_Speak,0,train
9215,5069,57634629100380162,3824431044890639623,57634629100380162,8153597080116906018,Thing_Speak,0,calibration
9216,5070,12537243530448480553,15934329153787353870,12537243530448480553,6117993602909053841,Thing_Speak,0,train
9217,5071,15062432066462380029,15125459739090259762,15062432066462380029,9218265157482787086,Thing_Speak,0,train
9218,5072,14024301046521380619,3366399328210210327,14024301046521380619,18033416869992414764,Thing_Speak,0,train
9219,5073,13520395525908960667,12655772381843338110,13520395525908960667,8337683850994085355,Thing_Speak,0,calibration
9220,5074,15625265513335024811,12974111532517140426,15625265513335024811,6500178438017167243,Thing_Speak,0,train
9221,5075,14725342125210730085,10030483215709196099,14725342125210730085,4172206847601014844,Thing_Speak,0,test
9222,5076,13950313732714777896,6171779408724965541,13950313732714777896,18122632237143026798,Thing_Speak,0,test
9223,5077,6168969705525932183,1703657529504860538,6168969705525932183,18042384662133970833,Thing_Speak,0,test
9224,5078,3704306300411085929,9665199229982305183,3704306300411085929,9058998083857290529,Thing_Speak,0,train
9225,5079,10073254558021681325,17702082162217066362,10073254558021681325,9198446920916079336,Thing_Speak,0,train
9226,5080,11209125840788282567,12758401120105640356,11209125840788282567,3773062130950145595,Thing_Speak,0,calibration
9227,5081,2469773378843771471,688065528192717392,2469773378843771471,9139868601140376411,Thing_Speak,0,calibration
9228,5082,6947168656347631255,13832632375249855627,6947168656347631255,5644398644837829762,Thing_Speak,0,train
9229,5083,3186729957223380981,1694572990580546498,3186729957223380981,5578695837623384700,Thing_Speak,0,test
9230,5084,931978090512480678,17126788333984976589,931978090512480678,7325772388689824337,Thing_Speak,0,calibration
9231,5085,6833852591426615167,17477556169491541821,6833852591426615167,3580331380051079216,Thing_Speak,0,calibration
9232,5086,16753491539640167736,12365158313809382132,16753491539640167736,11652691980847800550,Thing_Speak,0,train
9233,5087,6348993210897357685,12125146321637677679,6348993210897357685,8819297444360383148,Thing_Speak,0,test
9234,5088,6785978242997857799,382599089759974387,6785978242997857799,17737613246306964347,Thing_Speak,0,test
9235,5089,886602074754966726,12735556415346843500,886602074754966726,12275807094906934606,Thing_Speak,0,train
9236,5090,14532845283542519931,974580749522581836,14532845283542519931,8915531686857121127,Thing_Speak,0,train
9237,5091,6705704466494973685,1534749766909166944,6705704466494973685,11976928638266609340,Thing_Speak,0,test
9238,5092,4874756956802737281,13035226099526801466,4874756956802737281,727724623464114187,Thing_Speak,0,test
9239,5093,8359846895576323227,4568498131271213686,8359846895576323227,3967967096374267978,Thing_Speak,0,train
9240,5094,17052346684011019200,10909983268348211187,17052346684011019200,7384601230963334673,Thing_Speak,0,train
9241,5095,13591131308904101086,16299648486755411566,13591131308904101086,16779755303984759605,Thing_Speak,0,test
9242,5096,2585472573898474238,5111201828396499410,2585472573898474238,3620978744307126329,Thing_Speak,0,train
9243,5097,829814793409246118,10394822059177753901,829814793409246118,2650424751797833718,Thing_Speak,0,train
9244,5098,17597617622245935592,7142739857909627306,17597617622245935592,13759814738067478190,Thing_Speak,0,test
9245,5099,5300435287040128831,8161752219622735077,5300435287040128831,8875938926637164462,Thing_Speak,0,train
9246,5100,5593041557506434635,3196473010199071362,5593041557506434635,10832993132628627190,Thing_Speak,0,train
9247,5101,4043166271104967404,17108686441846880848,4043166271104967404,6235976372119861441,Thing_Speak,0,train
9248,5102,14852623085050589096,4687334007835796019,14852623085050589096,9127558292624885718,Thing_Speak,0,test
9249,5103,11347236383079329922,10387480016129076449,11347236383079329922,3999933005918160481,Thing_Speak,0,train
9250,5104,18285389491835299926,7243043130518159382,18285389491835299926,11458622201124830619,Thing_Speak,0,train
9251,5105,11275085784465656153,7843601028102169399,11275085784465656153,17279895508762789592,Thing_Speak,0,train
9252,5106,13556203399097749090,17624908061414916,13556203399097749090,18277693764384224657,Thing_Speak,0,test
9253,5107,14640391473574209763,10097941837814893416,14640391473574209763,4356446021710990677,Thing_Speak,0,calibration
9254,5108,6262570630995120513,2530537633654644721,6262570630995120513,2102975168056732591,Thing_Speak,0,train
9255,5109,1834837918175411460,16350035676748679387,1834837918175411460,13951493874531491660,Thing_Speak,0,calibration
9256,5110,33217320340334160,2339889310459378340,33217320340334160,9017577041615713311,Thing_Speak,0,calibration
9257,5111,7545695075745638529,17264347182000450060,7545695075745638529,1389824761974525997,Thing_Speak,0,train
9258,5112,14654163479033164173,7426020814166465532,14654163479033164173,11325970748174346841,Thing_Speak,0,calibration
9259,5113,555366490485052510,10409448330901548568,555366490485052510,12928420976589274303,Thing_Speak,0,train
9260,5114,4929528222914897596,12271669621951847289,4929528222914897596,10770839319917399961,Thing_Speak,0,test
9261,5115,14911961691329081618,10231102343314706790,14911961691329081618,7396167176605892332,Thing_Speak,0,train
9262,5116,6449363702650843783,11218961360672142687,6449363702650843783,9768107792698767555,Thing_Speak,0,test
9263,5117,10445998422263655544,996382626428699475,10445998422263655544,17050345068842119094,Thing_Speak,0,train
9264,5118,5801087317555341881,4678248465432421016,5801087317555341881,11057539793010382938,Thing_Speak,0,test
9265,5119,3108940507193420910,7302138279193949592,3108940507193420910,10561342799282080713,Thing_Speak,0,train
9266,5120,12910859428109140591,11493998851963052013,12910859428109140591,14499561139279194972,Thing_Speak,0,test
9267,5121,18215079053793640527,8718672685448254526,18215079053793640527,7774217633314855904,Thing_Speak,0,train
9268,5122,9291104596037446225,1756414554654533324,9291104596037446225,5726511533209603027,Thing_Speak,0,train
9269,5123,4812848642444525657,11950185307523983362,4812848642444525657,15438891384085019400,Thing_Speak,0,train
9270,5124,10230496370123498278,5479164519772158050,10230496370123498278,1700800341055420056,Thing_Speak,0,calibration
9271,5125,12163007835364147659,5986118217072656576,12163007835364147659,2737782247541106515,Thing_Speak,0,train
9272,5126,15480416415261637758,2303314496661238394,15480416415261637758,13358397755807687775,Thing_Speak,0,train
9273,5127,1088282927076604875,14475599530746175669,1088282927076604875,6663825995543323201,Thing_Speak,0,calibration
9274,5128,17606296674502459695,7000009871950742317,17606296674502459695,7400625793508493727,Thing_Speak,0,test
9275,5129,13778539389300903070,17295698742896438031,13778539389300903070,3593983267830098898,Thing_Speak,0,calibration
9276,5130,11307952350746658338,13011486249939295637,11307952350746658338,10295176461046624492,Thing_Speak,0,train
9277,5131,7968062680030829881,3175499459263902022,7968062680030829881,10130993347078010729,Thing_Speak,0,test
9278,5132,149535595951497424,2884104113031545432,149535595951497424,13330156870055212667,Thing_Speak,0,train
9279,5133,3164976580393236043,1240180479616229382,3164976580393236043,5002565642384472781,Thing_Speak,0,train
9280,5134,11828229785141183311,12354161222653384918,11828229785141183311,4762391586478404107,Thing_Speak,0,train
9281,5135,16316001978503310417,9673113796677618278,16316001978503310417,11493667628898818322,Thing_Speak,0,train
9282,5136,12428969342701450507,17374712774046375940,12428969342701450507,4420874723707771763,Thing_Speak,0,train
9283,5137,1157450591457290671,12676708059929400558,1157450591457290671,5930721588600037168,Thing_Speak,0,calibration
9284,5138,8847891131420678665,1032663084544472028,8847891131420678665,12831890621184306438,Thing_Speak,0,calibration
9285,5139,10987411239715551079,862046413697434961,10987411239715551079,1229677298216431590,Thing_Speak,0,calibration
9286,5140,12197024488529515654,14010650670038672707,12197024488529515654,12145813014330638413,Thing_Speak,0,train
9287,5141,9789135776205094199,15659746523414809971,9789135776205094199,1821553230277510423,Thing_Speak,0,test
9288,5142,17021848745128429980,6915069183279627421,17021848745128429980,11503335613107469938,Thing_Speak,0,test
9289,5143,9883624966261048297,4361385753561355889,9883624966261048297,6568589773307804657,Thing_Speak,0,test
9290,5144,9189347009534547644,9700388957748057369,9189347009534547644,13167432113119161849,Thing_Speak,0,train
9291,5145,6568584323721145810,5349097488761474707,6568584323721145810,865235173576232600,Thing_Speak,0,train
9292,5146,3831933577885042683,16053450424726075314,3831933577885042683,9733439193095164163,Thing_Speak,0,test
9293,5147,15090009703595308291,16022241623978018482,15090009703595308291,14717737570511665834,Thing_Speak,0,test
9294,5148,11194707053393300221,4987672563849037757,11194707053393300221,11813341454123424554,Thing_Speak,0,train
9295,5149,3942173502341785765,2046040367149752268,3942173502341785765,11013494135679724835,Thing_Speak,0,calibration
9296,5150,17565091265748283329,11874354793258930529,17565091265748283329,6903273402447191053,Thing_Speak,0,train
9297,5151,1072850244354794128,1837294569320015766,1072850244354794128,10382624222352146202,Thing_Speak,0,train
9298,5152,5309562144018184762,7849775756434083165,5309562144018184762,15441965594921029908,Thing_Speak,0,calibration
9299,5153,4702714500447699345,2331565523324005594,4702714500447699345,5031131916889624372,Thing_Speak,0,train
9300,5154,12396752632197555761,7643726317952142764,12396752632197555761,8903175107836239855,Thing_Speak,0,calibration
9301,5155,4755394396088872495,6876507404589794503,4755394396088872495,9137633253186829503,Thing_Speak,0,test
9302,5156,5208103480691833147,5919410326077392611,5208103480691833147,15852354543311803538,Thing_Speak,0,train
9303,5157,9208450059553189578,10068217434459853671,9208450059553189578,14738328693771198521,Thing_Speak,0,calibration
9304,5158,10616344577892114619,10545648868093293251,10616344577892114619,727076373048617647,Thing_Speak,0,train
9305,5159,12772300874838641505,13634351476470527707,12772300874838641505,15266789523977577016,Thing_Speak,0,train
